Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
15th Street Cafe,78701,12/05/2013,97,"303 W 15TH ST
AUSTIN, TX 78701
(30.277501963873, -97.7425547470704)",2801033,Routine Inspection
15th Street Cafe,78701,12/02/2014,93,"303 W 15TH ST
AUSTIN, TX 78701
(30.277501963873, -97.7425547470704)",2801033,Routine Inspection
15th Street Cafe,78701,06/18/2014,97,"303 W 15TH ST
AUSTIN, TX 78701
(30.277501963873, -97.7425547470704)",2801033,Routine Inspection
15th Street Cafe,78701,05/22/2013,91,"303 W 15TH ST
AUSTIN, TX 78701
(30.277501963873, -97.7425547470704)",2801033,Routine Inspection
15th Street Cafe,78701,05/13/2015,97,"303 W 15TH ST
AUSTIN, TX 78701
(30.277501963873, -97.7425547470704)",2801033,Routine Inspection
1st Food Mart,78704,02/14/2013,97,"1410 S 1ST ST
AUSTIN, TX 78704
(30.2503588610834, -97.7549624438724)",10677646,Routine Inspection
1st Food Mart,78704,01/16/2014,90,"1410 S 1ST ST
AUSTIN, TX 78704
(30.2503588610834, -97.7549624438724)",10677646,Routine Inspection
1st Food Mart,78704,02/09/2015,94,"1410 S 1ST ST
AUSTIN, TX 78704
(30.2503588610834, -97.7549624438724)",10677646,Routine Inspection
1st Food Mart,78704,07/29/2014,90,"1410 S 1ST ST
AUSTIN, TX 78704
(30.2503588610834, -97.7549624438724)",10677646,Routine Inspection
1st Food Mart,78704,07/27/2015,94,"1410 S 1ST ST
AUSTIN, TX 78704
(30.2503588610834, -97.7549624438724)",10677646,Routine Inspection
1st Food Mart,78704,06/17/2013,100,"1410 S 1ST ST
AUSTIN, TX 78704
(30.2503588610834, -97.7549624438724)",10677646,Routine Inspection
1-Stop Food Store,78751,12/23/2014,100,"5101 AIRPORT BLVD
AUSTIN, TX 78751
(30.3123187311296, -97.7149460897257)",10632697,Routine Inspection
1-Stop Food Store,78751,10/28/2015,100,"5101 AIRPORT BLVD
AUSTIN, TX 78751
(30.3123187311296, -97.7149460897257)",10632697,Routine Inspection
1-Stop Food Store,78751,07/11/2014,93,"5101 AIRPORT BLVD
AUSTIN, TX 78751
(30.3123187311296, -97.7149460897257)",10632697,Routine Inspection
1-Stop Food Store,78751,06/26/2013,100,"5101 AIRPORT BLVD
AUSTIN, TX 78751
(30.3123187311296, -97.7149460897257)",10632697,Routine Inspection
1-Stop Food Store,78751,05/15/2015,100,"5101 AIRPORT BLVD
AUSTIN, TX 78751
(30.3123187311296, -97.7149460897257)",10632697,Routine Inspection
1-Stop Food Store,78751,01/08/2014,100,"5101 AIRPORT BLVD
AUSTIN, TX 78751
(30.3123187311296, -97.7149460897257)",10632697,Routine Inspection
21st St. College House,78705,06/25/2013,91,"707 W 21ST ST
AUSTIN, TX 78705
(30.2839482294483, -97.7459310648644)",2800407,Routine Inspection
21st St. College House,78705,10/07/2015,80,"707 W 21ST ST
AUSTIN, TX 78705
(30.2839482294483, -97.7459310648644)",2800407,Routine Inspection
21st St. College House,78705,01/22/2014,100,"707 W 21ST ST
AUSTIN, TX 78705
(30.2839482294483, -97.7459310648644)",2800407,Routine Inspection
21st St. College House,78705,03/30/2015,93,"707 W 21ST ST
AUSTIN, TX 78705
(30.2839482294483, -97.7459310648644)",2800407,Routine Inspection
21st St. College House,78705,08/14/2014,97,"707 W 21ST ST
AUSTIN, TX 78705
(30.2839482294483, -97.7459310648644)",2800407,Routine Inspection
24 Diner,78703,01/24/2013,79,"600 N LAMAR BLVD
AUSTIN, TX 78703
(30.2718120740367, -97.7540345720547)",2800411,Routine Inspection
24 Diner,78703,12/23/2014,74,"600 N LAMAR BLVD
AUSTIN, TX 78703
(30.2718120740367, -97.7540345720547)",2800411,Routine Inspection
24 Diner,78703,07/21/2015,80,"600 N LAMAR BLVD
AUSTIN, TX 78703
(30.2718120740367, -97.7540345720547)",2800411,Routine Inspection
24 Diner,78703,02/04/2014,76,"600 N LAMAR BLVD
AUSTIN, TX 78703
(30.2718120740367, -97.7540345720547)",2800411,Routine Inspection
290 West Bar & Grill,78737,05/21/2014,100,"12013 W US 290 HWY
AUSTIN, TX 78737
(30.2105836346426, -97.9687451133918)",2802301,Routine Inspection
290 West Bar & Grill,78737,04/07/2015,97,"12013 W US 290 HWY
AUSTIN, TX 78737
(30.2105836346426, -97.9687451133918)",2802301,Routine Inspection
290 West Bar & Grill,78737,03/13/2013,100,"12013 W US 290 HWY
AUSTIN, TX 78737
(30.2105836346426, -97.9687451133918)",2802301,Routine Inspection
290 West Bar & Grill,78737,11/03/2015,97,"12013 W US 290 HWY
AUSTIN, TX 78737
(30.2105836346426, -97.9687451133918)",2802301,Routine Inspection
290 West Bar & Grill,78737,10/30/2014,94,"12013 W US 290 HWY
AUSTIN, TX 78737
(30.2105836346426, -97.9687451133918)",2802301,Routine Inspection
290 West Bar & Grill,78737,09/17/2013,100,"12013 W US 290 HWY
AUSTIN, TX 78737
(30.2105836346426, -97.9687451133918)",2802301,Routine Inspection
2 Dine 4 Fine Catering,78702,12/09/2014,92,"3008 GONZALES ST
AUSTIN, TX 78702
(30.2597363683883, -97.7069718228728)",2802035,Routine Inspection
2 Dine 4 Fine Catering,78702,02/13/2013,93,"3008 GONZALES ST
AUSTIN, TX 78702
(30.2597363683883, -97.7069718228728)",2802035,Routine Inspection
2 Dine 4 Fine Catering,78702,02/25/2014,93,"3008 GONZALES ST
AUSTIN, TX 78702
(30.2597363683883, -97.7069718228728)",2802035,Routine Inspection
2 Dine 4 Fine Catering,78702,05/18/2015,87,"3008 GONZALES ST
AUSTIN, TX 78702
(30.2597363683883, -97.7069718228728)",2802035,Routine Inspection
2 Dine 4 Fine Catering,78702,07/24/2014,100,"3008 GONZALES ST
AUSTIN, TX 78702
(30.2597363683883, -97.7069718228728)",2802035,Routine Inspection
2 Dine 4 Fine Catering,78702,08/09/2013,93,"3008 GONZALES ST
AUSTIN, TX 78702
(30.2597363683883, -97.7069718228728)",2802035,Routine Inspection
2nd Street Market,78701,04/16/2013,94,"200 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.2640621009285, -97.7418646389592)",10003368,Routine Inspection
2nd Street Market,78701,10/14/2014,89,"200 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.2640621009285, -97.7418646389592)",10003368,Routine Inspection
2nd Street Market,78701,02/20/2014,88,"200 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.2640621009285, -97.7418646389592)",10003368,Routine Inspection
2nd Street Market,78701,04/14/2015,95,"200 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.2640621009285, -97.7418646389592)",10003368,Routine Inspection
311 Club,78701,07/02/2015,100,"311 E 6TH ST
AUSTIN, TX 78701
(30.2670790735155, -97.740039424646)",2800988,Routine Inspection
311 Club,78701,08/08/2013,93,"311 E 6TH ST
AUSTIN, TX 78701
(30.2670790735155, -97.740039424646)",2800988,Routine Inspection
311 Club,78701,01/24/2013,94,"311 E 6TH ST
AUSTIN, TX 78701
(30.2670790735155, -97.740039424646)",2800988,Routine Inspection
311 Club,78701,02/05/2015,94,"311 E 6TH ST
AUSTIN, TX 78701
(30.2670790735155, -97.740039424646)",2800988,Routine Inspection
34th Street Cafe,78705,09/11/2015,91,"1005 W 34TH ST
AUSTIN, TX 78705
(30.3026445486262, -97.7452237845134)",2801118,Routine Inspection
34th Street Cafe,78705,02/21/2013,88,"1005 W 34TH ST
AUSTIN, TX 78705
(30.3026445486262, -97.7452237845134)",2801118,Routine Inspection
34th Street Cafe,78705,03/24/2014,96,"1005 W 34TH ST
AUSTIN, TX 78705
(30.3026445486262, -97.7452237845134)",2801118,Routine Inspection
34th Street Cafe,78705,03/25/2015,97,"1005 W 34TH ST
AUSTIN, TX 78705
(30.3026445486262, -97.7452237845134)",2801118,Routine Inspection
34th Street Cafe,78705,09/19/2013,77,"1005 W 34TH ST
AUSTIN, TX 78705
(30.3026445486262, -97.7452237845134)",2801118,Routine Inspection
34th Street Cafe,78705,10/10/2014,89,"1005 W 34TH ST
AUSTIN, TX 78705
(30.3026445486262, -97.7452237845134)",2801118,Routine Inspection
34th Street Catering,78705,02/21/2013,100,"1009 W 34TH ST
AUSTIN, TX 78705
(30.3028251255436, -97.7453545497415)",10006930,Routine Inspection
34th Street Catering,78705,10/10/2014,79,"1009 W 34TH ST
AUSTIN, TX 78705
(30.3028251255436, -97.7453545497415)",10006930,Routine Inspection
34th Street Catering,78705,09/19/2013,93,"1009 W 34TH ST
AUSTIN, TX 78705
(30.3028251255436, -97.7453545497415)",10006930,Routine Inspection
34th Street Catering,78705,09/11/2015,86,"1009 W 34TH ST
AUSTIN, TX 78705
(30.3028251255436, -97.7453545497415)",10006930,Routine Inspection
34th Street Catering,78705,03/25/2015,92,"1009 W 34TH ST
AUSTIN, TX 78705
(30.3028251255436, -97.7453545497415)",10006930,Routine Inspection
34th Street Catering,78705,03/24/2014,96,"1009 W 34TH ST
AUSTIN, TX 78705
(30.3028251255436, -97.7453545497415)",10006930,Routine Inspection
"360 Pizza, LLC",78731,11/24/2014,81,"6203 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78731
(30.3605715293695, -97.7896448541706)",10833958,Routine Inspection
"360 Pizza, LLC",78731,01/22/2014,97,"6203 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78731
(30.3605715293695, -97.7896448541706)",10833958,Routine Inspection
"360 Pizza, LLC",78704,03/23/2015,85,"2107 KINNEY AVE
AUSTIN, TX 78704
(30.2485311000958, -97.7704021095292)",11062654,Routine Inspection
"360 Pizza, LLC",78731,04/23/2015,82,"6203 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78731
(30.3605715293695, -97.7896448541706)",10833958,Routine Inspection
"360 Pizza, LLC",78704,09/15/2015,90,"2107 KINNEY AVE
AUSTIN, TX 78704
(30.2485311000958, -97.7704021095292)",11062654,Routine Inspection
"360 Pizza, LLC",78704,09/19/2014,82,"2107 KINNEY AVE
AUSTIN, TX 78704
(30.2485311000958, -97.7704021095292)",11062654,Routine Inspection
"360 Pizza, LLC",78731,10/08/2015,81,"6203 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78731
(30.3605715293695, -97.7896448541706)",10833958,Routine Inspection
360 Uno,78746,08/24/2015,97,"3801 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.3363531066834, -97.8041841028226)",11358302,Routine Inspection
3M Austin Center,78726,02/12/2015,100,"6801 RIVER PLACE BLVD
AUSTIN, TX 78726
(30.3960876736718, -97.8444711253158)",2800072,Routine Inspection
3M Austin Center,78726,03/20/2014,93,"6801 RIVER PLACE BLVD
AUSTIN, TX 78726
(30.3960876736718, -97.8444711253158)",2800072,Routine Inspection
3M Austin Center,78726,08/06/2015,90,"6801 RIVER PLACE BLVD
AUSTIN, TX 78726
(30.3960876736718, -97.8444711253158)",2800072,Routine Inspection
3M Austin Center,78726,08/19/2014,93,"6801 RIVER PLACE BLVD
AUSTIN, TX 78726
(30.3960876736718, -97.8444711253158)",2800072,Routine Inspection
3M Austin Center,78726,08/27/2013,93,"6801 RIVER PLACE BLVD
AUSTIN, TX 78726
(30.3960876736718, -97.8444711253158)",2800072,Routine Inspection
"4111 South First , LLC",78745,01/08/2013,100,"4111 S 1ST ST
AUSTIN, TX 78745
(30.2245680531652, -97.7704892915547)",10548679,Routine Inspection
"4111 South First , LLC",78745,02/27/2014,100,"4111 S 1ST ST
AUSTIN, TX 78745
(30.2245680531652, -97.7704892915547)",10548679,Routine Inspection
"4111 South First , LLC",78745,04/09/2015,96,"4111 S 1ST ST
AUSTIN, TX 78745
(30.2245680531652, -97.7704892915547)",10548679,Routine Inspection
"4111 South First , LLC",78745,07/17/2013,100,"4111 S 1ST ST
AUSTIN, TX 78745
(30.2245680531652, -97.7704892915547)",10548679,Routine Inspection
"4111 South First , LLC",78745,09/23/2015,97,"4111 S 1ST ST
AUSTIN, TX 78745
(30.2245680531652, -97.7704892915547)",10548679,Routine Inspection
"4111 South First , LLC",78745,10/14/2014,82,"4111 S 1ST ST
AUSTIN, TX 78745
(30.2245680531652, -97.7704892915547)",10548679,Routine Inspection
411 First Floor,78701,01/30/2015,86,"404 E 6TH ST
AUSTIN, TX 78701
(30.2673267189055, -97.7389352933369)",10586003,Routine Inspection
411 First Floor,78701,05/31/2013,86,"404 E 6TH ST
AUSTIN, TX 78701
(30.2673267189055, -97.7389352933369)",10586003,Routine Inspection
411 First Floor,78701,07/30/2014,100,"404 E 6TH ST
AUSTIN, TX 78701
(30.2673267189055, -97.7389352933369)",10586003,Routine Inspection
411 First Floor,78701,08/12/2015,91,"404 E 6TH ST
AUSTIN, TX 78701
(30.2673267189055, -97.7389352933369)",10586003,Routine Inspection
413 Bar,78701,07/10/2014,87,"413 E 6TH ST
AUSTIN, TX 78701
(30.266697951458, -97.738851595887)",10839037,Routine Inspection
413 Bar,78701,09/03/2015,77,"413 E 6TH ST
AUSTIN, TX 78701
(30.266697951458, -97.738851595887)",10839037,Routine Inspection
413 Bar,78701,08/08/2013,93,"413 E 6TH ST
AUSTIN, TX 78701
(30.266697951458, -97.738851595887)",10839037,Routine Inspection
413 Bar,78701,02/12/2015,85,"413 E 6TH ST
AUSTIN, TX 78701
(30.266697951458, -97.738851595887)",10839037,Routine Inspection
416 Bar & Grille,78756,08/13/2015,100,"5011 BURNET RD
AUSTIN, TX 78756
(30.3214301347092, -97.7386488916604)",11202921,Routine Inspection
512 Market Kitchen,78734,09/04/2015,93,"4506 WELETKA DR
AUSTIN, TX 78734
(30.406143460076, -97.9262591007025)",11253014,Routine Inspection
512 Market Kitchen,78734,04/22/2015,100,"4506 WELETKA DR
AUSTIN, TX 78734
(30.406143460076, -97.9262591007025)",11253014,Routine Inspection
"512 on 6th, The",78701,04/23/2015,81,"408 E 6TH ST
AUSTIN, TX 78701
(30.2672854014757, -97.7387962041818)",10493313,Routine Inspection
"512 on 6th, The",78701,07/18/2013,78,"408 E 6TH ST
AUSTIN, TX 78701
(30.2672854014757, -97.7387962041818)",10493313,Routine Inspection
"512 on 6th, The",78701,09/03/2015,81,"408 E 6TH ST
AUSTIN, TX 78701
(30.2672854014757, -97.7387962041818)",10493313,Routine Inspection
"512 on 6th, The",78701,10/23/2014,84,"408 E 6TH ST
AUSTIN, TX 78701
(30.2672854014757, -97.7387962041818)",10493313,Routine Inspection
"512 on 6th, The",78701,12/13/2012,91,"408 E 6TH ST
AUSTIN, TX 78701
(30.2672854014757, -97.7387962041818)",10493313,Routine Inspection
6M Grocery,78652,02/01/2013,100,"805 W FM 1626 RD
AUSTIN, TX 78652
(30.1403791915267, -97.8281538604134)",2803436,Routine Inspection
6M Grocery,78652,12/15/2014,93,"805 W FM 1626 RD
AUSTIN, TX 78652
(30.1403791915267, -97.8281538604134)",2803436,Routine Inspection
6M Grocery,78652,10/21/2015,87,"805 W FM 1626 RD
AUSTIN, TX 78652
(30.1403791915267, -97.8281538604134)",2803436,Routine Inspection
6M Grocery,78652,04/27/2015,93,"805 W FM 1626 RD
AUSTIN, TX 78652
(30.1403791915267, -97.8281538604134)",2803436,Routine Inspection
6M Grocery,78652,07/31/2013,93,"805 W FM 1626 RD
AUSTIN, TX 78652
(30.1403791915267, -97.8281538604134)",2803436,Routine Inspection
6M Grocery,78652,07/25/2014,100,"805 W FM 1626 RD
AUSTIN, TX 78652
(30.1403791915267, -97.8281538604134)",2803436,Routine Inspection
6M Grocery,78652,01/17/2014,90,"805 W FM 1626 RD
AUSTIN, TX 78652
(30.1403791915267, -97.8281538604134)",2803436,Routine Inspection
6 St Cool Store,78702,04/12/2013,100,"1900 E 6TH ST
AUSTIN, TX 78702
(30.2617727376628, -97.7222313987751)",10199624,Routine Inspection
6 St Cool Store,78702,06/05/2015,100,"1900 E 6TH ST
AUSTIN, TX 78702
(30.2617727376628, -97.7222313987751)",10199624,Routine Inspection
6 St Cool Store,78702,07/31/2014,92,"1900 E 6TH ST
AUSTIN, TX 78702
(30.2617727376628, -97.7222313987751)",10199624,Routine Inspection
6 St Cool Store,78702,11/04/2013,100,"1900 E 6TH ST
AUSTIN, TX 78702
(30.2617727376628, -97.7222313987751)",10199624,Routine Inspection
6 St Cool Store,78702,01/07/2015,100,"1900 E 6TH ST
AUSTIN, TX 78702
(30.2617727376628, -97.7222313987751)",10199624,Routine Inspection
7 Days Food Store,78745,07/24/2015,83,"1025 W STASSNEY LN
AUSTIN, TX 78745
(30.2102438469064, -97.7870501388575)",2804068,Routine Inspection
7 Days Food Store,78745,01/23/2015,94,"1025 W STASSNEY LN
AUSTIN, TX 78745
(30.2102438469064, -97.7870501388575)",2804068,Routine Inspection
7 Days Food Store,78745,12/13/2013,88,"1025 W STASSNEY LN
AUSTIN, TX 78745
(30.2102438469064, -97.7870501388575)",2804068,Routine Inspection
7 Days Food Store,78745,11/28/2012,91,"1025 W STASSNEY LN
AUSTIN, TX 78745
(30.2102438469064, -97.7870501388575)",2804068,Routine Inspection
7 Days Food Store,78745,07/30/2014,88,"1025 W STASSNEY LN
AUSTIN, TX 78745
(30.2102438469064, -97.7870501388575)",2804068,Routine Inspection
7 Days Food Store,78745,06/14/2013,91,"1025 W STASSNEY LN
AUSTIN, TX 78745
(30.2102438469064, -97.7870501388575)",2804068,Routine Inspection
7-Eleven,78726,03/30/2015,87,"11518 N FM 620 RD
AUSTIN, TX 78726
(30.4551021045417, -97.8269285124052)",10063456,Routine Inspection
7-Eleven,78701,01/02/2013,94,"411 W MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78701
(30.2812990827234, -97.7421585383043)",10401573,Routine Inspection
7-Eleven,78726,01/22/2014,100,"11518 N FM 620 RD
AUSTIN, TX 78726
(30.4551021045417, -97.8269285124052)",10063456,Routine Inspection
7-Eleven,78701,01/30/2015,89,"411 W MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78701
(30.2812990827234, -97.7421585383043)",10401573,Routine Inspection
7-Eleven,78703,02/13/2015,97,"2620 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.2820982118383, -97.7756399354819)",10074325,Routine Inspection
7-Eleven,78703,02/14/2013,97,"2620 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.2820982118383, -97.7756399354819)",10074325,Routine Inspection
7-Eleven,78701,02/25/2014,100,"411 W MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78701
(30.2812990827234, -97.7421585383043)",10401573,Routine Inspection
7-Eleven,78703,03/19/2014,94,"2620 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.2820982118383, -97.7756399354819)",10074325,Routine Inspection
7-Eleven,78741,03/25/2015,84,"1705 S LAKESHORE BLVD
AUSTIN, TX 78741
(30.2445141157958, -97.7296412477714)",10132234,Routine Inspection
7-Eleven,78704,04/11/2013,92,"1403 S LAMAR BLVD
AUSTIN, TX 78704
(30.2524796356463, -97.7629119838137)",10479184,Routine Inspection
7-Eleven,78704,04/13/2015,82,"1403 S LAMAR BLVD
AUSTIN, TX 78704
(30.2524796356463, -97.7629119838137)",10479184,Routine Inspection
7-Eleven,78741,05/02/2013,97,"1705 S LAKESHORE BLVD
AUSTIN, TX 78741
(30.2445141157958, -97.7296412477714)",10132234,Routine Inspection
7-Eleven,78745,05/15/2015,91,"8010 BRODIE LN
AUSTIN, TX 78745
(30.2029826287626, -97.8377392575867)",10138206,Routine Inspection
7-Eleven,78741,05/22/2014,86,"1705 S LAKESHORE BLVD
AUSTIN, TX 78741
(30.2445141157958, -97.7296412477714)",10132234,Routine Inspection
7-Eleven,78704,05/27/2014,90,"1403 S LAMAR BLVD
AUSTIN, TX 78704
(30.2524796356463, -97.7629119838137)",10479184,Routine Inspection
7-Eleven,78703,06/12/2015,97,"2620 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.2820982118383, -97.7756399354819)",10074325,Routine Inspection
7-Eleven,78745,06/18/2014,90,"8010 BRODIE LN
AUSTIN, TX 78745
(30.2029826287626, -97.8377392575867)",10138206,Routine Inspection
7-Eleven,78745,06/21/2013,100,"8010 BRODIE LN
AUSTIN, TX 78745
(30.2029826287626, -97.8377392575867)",10138206,Routine Inspection
7-Eleven,78726,06/26/2014,93,"11518 N FM 620 RD
AUSTIN, TX 78726
(30.4551021045417, -97.8269285124052)",10063456,Routine Inspection
7-Eleven,78701,06/26/2015,90,"411 W MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78701
(30.2812990827234, -97.7421585383043)",10401573,Routine Inspection
7-Eleven,78701,07/17/2013,74,"411 W MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78701
(30.2812990827234, -97.7421585383043)",10401573,Routine Inspection
7-Eleven,78726,07/19/2013,97,"11518 N FM 620 RD
AUSTIN, TX 78726
(30.4551021045417, -97.8269285124052)",10063456,Routine Inspection
7-Eleven,78701,08/26/2014,94,"411 W MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78701
(30.2812990827234, -97.7421585383043)",10401573,Routine Inspection
7-Eleven,78726,09/01/2015,93,"11518 N FM 620 RD
AUSTIN, TX 78726
(30.4551021045417, -97.8269285124052)",10063456,Routine Inspection
7-Eleven,78703,09/10/2014,100,"2620 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.2820982118383, -97.7756399354819)",10074325,Routine Inspection
7-Eleven,78703,09/12/2013,97,"2620 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.2820982118383, -97.7756399354819)",10074325,Routine Inspection
7-Eleven,78704,09/21/2015,85,"1403 S LAMAR BLVD
AUSTIN, TX 78704
(30.2524796356463, -97.7629119838137)",10479184,Routine Inspection
7-Eleven,78704,10/04/2013,88,"1403 S LAMAR BLVD
AUSTIN, TX 78704
(30.2524796356463, -97.7629119838137)",10479184,Routine Inspection
7-Eleven,78741,10/20/2015,86,"1705 S LAKESHORE BLVD
AUSTIN, TX 78741
(30.2445141157958, -97.7296412477714)",10132234,Routine Inspection
7-Eleven,78701,10/26/2015,85,"411 W MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78701
(30.2812990827234, -97.7421585383043)",10401573,Routine Inspection
7-Eleven,78741,10/27/2014,93,"1705 S LAKESHORE BLVD
AUSTIN, TX 78741
(30.2445141157958, -97.7296412477714)",10132234,Routine Inspection
7-Eleven,78741,10/31/2013,91,"1705 S LAKESHORE BLVD
AUSTIN, TX 78741
(30.2445141157958, -97.7296412477714)",10132234,Routine Inspection
7-Eleven,78704,11/04/2014,94,"1403 S LAMAR BLVD
AUSTIN, TX 78704
(30.2524796356463, -97.7629119838137)",10479184,Routine Inspection
7-Eleven,78726,11/06/2014,100,"11518 N FM 620 RD
AUSTIN, TX 78726
(30.4551021045417, -97.8269285124052)",10063456,Routine Inspection
7-Eleven,78745,11/18/2014,100,"8010 BRODIE LN
AUSTIN, TX 78745
(30.2029826287626, -97.8377392575867)",10138206,Routine Inspection
7-Eleven,78745,12/19/2013,100,"8010 BRODIE LN
AUSTIN, TX 78745
(30.2029826287626, -97.8377392575867)",10138206,Routine Inspection
7-Eleven #12702,78741,02/04/2013,92,"1747 E OLTORF ST
AUSTIN, TX 78741
(30.2320720003831, -97.7373999443656)",10599390,Routine Inspection
7-Eleven #12702,78741,08/22/2014,87,"1747 E OLTORF ST
AUSTIN, TX 78741
(30.2320720003831, -97.7373999443656)",10599390,Routine Inspection
7-Eleven #12702,78741,08/12/2013,84,"1747 E OLTORF ST
AUSTIN, TX 78741
(30.2320720003831, -97.7373999443656)",10599390,Routine Inspection
7-Eleven #12702,78741,08/07/2015,93,"1747 E OLTORF ST
AUSTIN, TX 78741
(30.2320720003831, -97.7373999443656)",10599390,Routine Inspection
7-Eleven #12702,78741,02/19/2014,87,"1747 E OLTORF ST
AUSTIN, TX 78741
(30.2320720003831, -97.7373999443656)",10599390,Routine Inspection
7-Eleven #12702,78741,02/18/2015,85,"1747 E OLTORF ST
AUSTIN, TX 78741
(30.2320720003831, -97.7373999443656)",10599390,Routine Inspection
7-Eleven #12705,78701,07/29/2014,96,"408 W 15TH ST
AUSTIN, TX 78701
(30.2784824790342, -97.7437120047481)",10207779,Routine Inspection
7-Eleven #12705,78701,07/12/2013,84,"408 W 15TH ST
AUSTIN, TX 78701
(30.2784824790342, -97.7437120047481)",10207779,Routine Inspection
7-Eleven #12705,78701,05/27/2015,92,"408 W 15TH ST
AUSTIN, TX 78701
(30.2784824790342, -97.7437120047481)",10207779,Routine Inspection
7-Eleven #12705,78701,01/21/2014,97,"408 W 15TH ST
AUSTIN, TX 78701
(30.2784824790342, -97.7437120047481)",10207779,Routine Inspection
7-Eleven #12705,78701,01/04/2013,94,"408 W 15TH ST
AUSTIN, TX 78701
(30.2784824790342, -97.7437120047481)",10207779,Routine Inspection
7-Eleven #12705,78701,12/30/2014,93,"408 W 15TH ST
AUSTIN, TX 78701
(30.2784824790342, -97.7437120047481)",10207779,Routine Inspection
7-Eleven #12705,78701,10/07/2015,94,"408 W 15TH ST
AUSTIN, TX 78701
(30.2784824790342, -97.7437120047481)",10207779,Routine Inspection
7-Eleven #22245,78704,05/12/2015,91,"2103 S CONGRESS AVE
AUSTIN, TX 78704
(30.2431796490316, -97.7517781436246)",10159452,Routine Inspection
7-Eleven #22245,78704,04/30/2014,100,"2103 S CONGRESS AVE
AUSTIN, TX 78704
(30.2431796490316, -97.7517781436246)",10159452,Routine Inspection
7-Eleven #22245,78704,04/29/2013,100,"2103 S CONGRESS AVE
AUSTIN, TX 78704
(30.2431796490316, -97.7517781436246)",10159452,Routine Inspection
7-Eleven #22245,78704,12/01/2014,96,"2103 S CONGRESS AVE
AUSTIN, TX 78704
(30.2431796490316, -97.7517781436246)",10159452,Routine Inspection
7-Eleven #22245,78704,10/31/2013,97,"2103 S CONGRESS AVE
AUSTIN, TX 78704
(30.2431796490316, -97.7517781436246)",10159452,Routine Inspection
7-Eleven #23807,78745,07/23/2014,88,"6306 MANCHACA RD
AUSTIN, TX 78745
(30.2093416896813, -97.8049531520632)",10322285,Routine Inspection
7-Eleven #23807,78745,05/22/2013,93,"6306 MANCHACA RD
AUSTIN, TX 78745
(30.2093416896813, -97.8049531520632)",10322285,Routine Inspection
7-Eleven #23807,78745,01/07/2015,95,"6306 MANCHACA RD
AUSTIN, TX 78745
(30.2093416896813, -97.8049531520632)",10322285,Routine Inspection
7-Eleven #23807,78745,12/12/2013,93,"6306 MANCHACA RD
AUSTIN, TX 78745
(30.2093416896813, -97.8049531520632)",10322285,Routine Inspection
7-Eleven #23807,78745,06/05/2015,93,"6306 MANCHACA RD
AUSTIN, TX 78745
(30.2093416896813, -97.8049531520632)",10322285,Routine Inspection
7-Eleven #24397,78757,12/09/2014,93,"5901 BURNET RD
AUSTIN, TX 78757
(30.3349323296553, -97.7393066376809)",10750504,Routine Inspection
7-Eleven #24397,78757,09/19/2013,100,"5901 BURNET RD
AUSTIN, TX 78757
(30.3349323296553, -97.7393066376809)",10750504,Routine Inspection
7-Eleven #24397,78757,06/19/2014,97,"5901 BURNET RD
AUSTIN, TX 78757
(30.3349323296553, -97.7393066376809)",10750504,Routine Inspection
7-Eleven #24397,78757,05/05/2015,92,"5901 BURNET RD
AUSTIN, TX 78757
(30.3349323296553, -97.7393066376809)",10750504,Routine Inspection
7-Eleven #24397,78757,02/22/2013,84,"5901 BURNET RD
AUSTIN, TX 78757
(30.3349323296553, -97.7393066376809)",10750504,Routine Inspection
7-Eleven #24397,78757,10/02/2015,100,"5901 BURNET RD
AUSTIN, TX 78757
(30.3349323296553, -97.7393066376809)",10750504,Routine Inspection
7 Eleven # 32248,78717,03/11/2014,88,"14016 N FM 620 RD
AUSTIN, TX 78717
(30.4768421225974, -97.7658246254048)",10886896,Routine Inspection
7 Eleven # 32248,78717,08/12/2015,93,"14016 N FM 620 RD
AUSTIN, TX 78717
(30.4768421225974, -97.7658246254048)",10886896,Routine Inspection
